Timestamp,GHI_Wm2,AOD_Dust,Tamb_C,Tcell_C,PlantCapacity_kWp,Pout_kW
04/01/2023 16:00,664.74,0.52,24.91,45.69,300.0,143.21
04/01/2023 17:00,740.85,0.615,25.28,48.43,300.0,145.62
04/01/2023 18:00,768.53,0.594,28.82,52.83,300.0,151.9
04/01/2023 19:00,723.22,0.789,26.74,49.34,300.0,130.55
04/01/2023 20:00,0.0,0.465,28.29,28.29,300.0,0.0
04/01/2023 21:00,0.0,0.467,29.65,29.65,300.0,0.0
04/01/2023 22:00,0.0,0.487,27.47,27.47,300.0,1.64
04/01/2023 23:00,0.0,0.45,23.92,23.92,300.0,0.0
04/02/2023 00:00,0.0,0.508,22.69,22.69,300.0,0.0
04/02/2023 01:00,0.0,0.567,22.9,22.9,300.0,0.0
04/02/2023 02:00,0.0,0.484,23.12,23.12,300.0,0.0
04/02/2023 03:00,0.0,0.649,21.42,21.42,300.0,1.1
04/02/2023 04:00,0.0,0.459,22.86,22.86,300.0,0.0
04/02/2023 05:00,0.0,0.412,19.17,19.17,300.0,2.57
04/02/2023 06:00,14.52,0.793,17.23,17.68,300.0,1.85
04/02/2023 07:00,0.0,0.659,15.52,15.52,300.0,0.39
04/02/2023 08:00,0.0,0.534,18.82,18.82,300.0,0.0
04/02/2023 09:00,0.74,0.435,17.21,17.24,300.0,0.0
04/02/2023 10:00,3.46,0.44,15.46,15.57,300.0,1.75
04/02/2023 11:00,0.0,0.602,18.55,18.55,300.0,0.0
04/02/2023 12:00,0.0,1.034,18.06,18.06,300.0,0.0
04/02/2023 13:00,197.38,0.584,20.12,26.29,300.0,39.26
04/02/2023 14:00,376.46,0.636,22.06,33.82,300.0,81.88
04/02/2023 15:00,522.22,0.447,21.99,38.31,300.0,118.64
04/02/2023 16:00,648.71,0.605,23.82,44.09,300.0,135.07
04/02/2023 17:00,732.05,0.471,24.47,47.35,300.0,159.27
04/02/2023 18:00,763.35,0.702,25.31,49.16,300.0,147.88
04/02/2023 19:00,747.68,0.566,25.37,48.73,300.0,151.87
04/02/2023 20:00,0.0,0.475,26.33,26.33,300.0,0.0
04/02/2023 21:00,0.0,0.551,25.54,25.54,300.0,1.53
04/02/2023 22:00,0.0,0.461,27.26,27.26,300.0,0.26
04/02/2023 23:00,0.0,0.428,25.89,25.89,300.0,0.0
04/03/2023 00:00,0.0,0.704,26.51,26.51,300.0,1.49
04/03/2023 01:00,0.0,0.555,26.34,26.34,300.0,0.62
04/03/2023 02:00,0.0,0.45,23.24,23.24,300.0,1.28
04/03/2023 03:00,0.0,0.435,21.6,21.6,300.0,0.0
04/03/2023 04:00,0.0,0.527,20.83,20.83,300.0,1.96
04/03/2023 05:00,0.0,0.416,19.38,19.38,300.0,0.0
04/03/2023 06:00,0.0,0.441,17.96,17.96,300.0,2.17
04/03/2023 07:00,0.28,0.471,17.35,17.35,300.0,2.0
04/03/2023 08:00,0.23,0.655,15.69,15.69,300.0,1.42
04/03/2023 09:00,0.0,0.467,18.65,18.65,300.0,0.0
04/03/2023 10:00,0.0,0.66,17.84,17.84,300.0,1.42
04/03/2023 11:00,0.0,0.684,20.86,20.86,300.0,2.22
04/03/2023 12:00,1.85,0.802,21.09,21.15,300.0,1.59
04/03/2023 13:00,183.04,0.482,19.99,25.71,300.0,43.44
04/03/2023 14:00,385.01,0.425,24.09,36.12,300.0,90.7
04/03/2023 15:00,526.17,0.478,19.67,36.12,300.0,117.76
04/03/2023 16:00,641.88,0.536,27.61,47.67,300.0,137.0
04/03/2023 17:00,745.14,0.547,23.75,47.03,300.0,151.71
04/03/2023 18:00,769.59,0.437,27.29,51.34,300.0,166.09
04/03/2023 19:00,752.04,0.475,27.69,51.19,300.0,158.48
04/03/2023 20:00,0.0,0.454,28.9,28.9,300.0,0.0
04/03/2023 21:00,0.0,0.54,26.56,26.56,300.0,0.61
04/03/2023 22:00,0.0,0.459,23.33,23.33,300.0,0.0
04/03/2023 23:00,0.0,0.445,25.26,25.26,300.0,4.3
04/04/2023 00:00,0.0,0.514,24.56,24.56,300.0,0.0
04/04/2023 01:00,0.0,0.462,20.61,20.61,300.0,0.0
04/04/2023 02:00,0.0,0.421,22.45,22.45,300.0,0.0
04/04/2023 03:00,0.0,0.636,19.48,19.48,300.0,0.4
04/04/2023 04:00,0.0,0.436,20.86,20.86,300.0,2.03
04/04/2023 05:00,0.0,0.416,18.48,18.48,300.0,1.05
04/04/2023 06:00,0.0,0.508,21.0,21.0,300.0,2.94
04/04/2023 07:00,0.0,0.447,17.17,17.17,300.0,0.0
04/04/2023 08:00,24.59,0.419,18.03,18.8,300.0,7.45
04/04/2023 09:00,0.0,0.476,17.24,17.24,300.0,0.0
04/04/2023 10:00,0.0,0.465,15.62,15.62,300.0,0.46
04/04/2023 11:00,18.85,0.943,18.54,19.13,300.0,5.83
04/04/2023 12:00,9.85,0.703,21.02,21.32,300.0,0.0
04/04/2023 13:00,187.29,0.556,22.0,27.85,300.0,46.05
04/04/2023 14:00,354.16,0.519,21.95,33.01,300.0,79.06
04/04/2023 15:00,530.71,0.662,21.5,38.08,300.0,105.18
04/04/2023 16:00,667.13,0.623,25.85,46.7,300.0,132.48
04/04/2023 17:00,768.62,0.49,26.55,50.57,300.0,162.23
04/04/2023 18:00,750.87,0.68,27.98,51.45,300.0,142.03
04/04/2023 19:00,743.62,0.563,26.81,50.04,300.0,147.4
04/04/2023 20:00,0.0,0.898,24.86,24.86,300.0,0.19
04/04/2023 21:00,0.0,0.537,28.02,28.02,300.0,0.0
04/04/2023 22:00,0.0,0.669,26.7,26.7,300.0,1.3
04/04/2023 23:00,0.0,0.881,28.01,28.01,300.0,0.0
04/05/2023 00:00,0.0,0.777,25.1,25.1,300.0,4.52
04/05/2023 01:00,0.0,0.651,23.78,23.78,300.0,1.03
04/05/2023 02:00,0.0,0.62,23.18,23.18,300.0,0.39
04/05/2023 03:00,0.0,0.55,20.36,20.36,300.0,1.25
04/05/2023 04:00,0.0,0.548,19.09,19.09,300.0,0.0
04/05/2023 05:00,0.0,0.445,18.87,18.87,300.0,0.0
04/05/2023 06:00,2.76,0.529,16.84,16.93,300.0,4.22
04/05/2023 07:00,0.0,0.51,17.38,17.38,300.0,0.0
04/05/2023 08:00,9.55,0.508,20.46,20.76,300.0,2.14
04/05/2023 09:00,15.79,0.419,19.29,19.78,300.0,2.99
04/05/2023 10:00,12.17,0.476,18.69,19.07,300.0,5.88
04/05/2023 11:00,0.0,0.589,21.35,21.35,300.0,0.0
04/05/2023 12:00,0.0,0.489,18.82,18.82,300.0,0.0
04/05/2023 13:00,191.89,0.531,25.0,30.99,300.0,48.26
04/05/2023 14:00,396.63,0.457,21.86,34.26,300.0,88.43
04/05/2023 15:00,527.33,0.46,26.85,43.33,300.0,116.3
04/05/2023 16:00,685.19,0.427,28.05,49.46,300.0,148.12
04/05/2023 17:00,768.31,0.59,23.46,47.47,300.0,154.78
04/05/2023 18:00,779.14,0.417,29.08,53.43,300.0,166.08
04/05/2023 19:00,688.87,0.449,26.96,48.48,300.0,148.57
04/05/2023 20:00,0.0,0.442,26.7,26.7,300.0,1.97
04/05/2023 21:00,0.0,0.502,28.17,28.17,300.0,0.0
04/05/2023 22:00,0.0,0.452,25.37,25.37,300.0,2.52
04/05/2023 23:00,0.0,0.697,26.84,26.84,300.0,2.18
04/06/2023 00:00,0.0,0.491,23.81,23.81,300.0,1.02
04/06/2023 01:00,0.0,0.485,24.28,24.28,300.0,0.25
04/06/2023 02:00,0.0,0.531,24.72,24.72,300.0,0.55
04/06/2023 03:00,0.0,0.518,22.01,22.01,300.0,2.85
04/06/2023 04:00,0.0,0.432,19.68,19.68,300.0,0.0
04/06/2023 05:00,0.0,0.71,20.0,20.0,300.0,1.45
04/06/2023 06:00,13.95,0.5,16.28,16.72,300.0,1.88
04/06/2023 07:00,45.55,0.682,16.63,18.06,300.0,11.64
04/06/2023 08:00,19.42,0.658,17.07,17.68,300.0,3.09
04/06/2023 09:00,0.0,0.504,19.07,19.07,300.0,1.41
04/06/2023 10:00,8.93,0.554,19.0,19.28,300.0,0.0
04/06/2023 11:00,22.83,0.423,19.99,20.7,300.0,2.25
04/06/2023 12:00,24.05,0.426,20.18,20.93,300.0,5.7
04/06/2023 13:00,193.76,0.451,20.24,26.3,300.0,49.04
04/06/2023 14:00,414.09,0.565,24.95,37.89,300.0,89.9
04/06/2023 15:00,571.22,0.514,22.97,40.82,300.0,125.23
04/06/2023 16:00,728.32,0.7,25.85,48.61,300.0,141.18
04/06/2023 17:00,739.96,0.512,26.09,49.21,300.0,154.42
04/06/2023 18:00,771.44,0.464,27.89,52.0,300.0,164.95
04/06/2023 19:00,748.83,0.559,26.64,50.04,300.0,151.72
04/06/2023 20:00,0.0,0.455,29.3,29.3,300.0,0.0
04/06/2023 21:00,0.0,0.508,29.62,29.62,300.0,0.0
04/06/2023 22:00,0.0,0.676,28.54,28.54,300.0,0.0
04/06/2023 23:00,0.0,0.759,26.49,26.49,300.0,0.0
04/07/2023 00:00,0.0,0.425,24.73,24.73,300.0,0.0
04/07/2023 01:00,0.0,0.575,28.41,28.41,300.0,0.0
04/07/2023 02:00,0.0,0.696,21.4,21.4,300.0,0.0
04/07/2023 03:00,0.0,0.43,22.91,22.91,300.0,0.31
04/07/2023 04:00,0.0,0.507,20.88,20.88,300.0,0.0
04/07/2023 05:00,0.0,0.443,19.26,19.26,300.0,0.83
04/07/2023 06:00,16.53,0.498,18.83,19.35,300.0,2.97
04/07/2023 07:00,5.58,0.812,17.29,17.46,300.0,1.55
04/07/2023 08:00,27.38,0.456,18.53,19.38,300.0,5.36
04/07/2023 09:00,1.12,0.506,18.53,18.57,300.0,2.37
04/07/2023 10:00,9.92,0.652,22.57,22.88,300.0,4.08
04/07/2023 11:00,7.33,0.478,20.96,21.18,300.0,0.0
04/07/2023 12:00,0.0,0.451,21.16,21.16,300.0,1.05
04/07/2023 13:00,211.67,0.574,22.45,29.07,300.0,49.79
04/07/2023 14:00,437.96,0.493,25.64,39.33,300.0,94.9
04/07/2023 15:00,550.76,0.539,22.72,39.93,300.0,116.94
04/07/2023 16:00,689.56,0.526,25.11,46.66,300.0,146.77
04/07/2023 17:00,784.9,0.434,23.56,48.09,300.0,169.41
04/07/2023 18:00,809.35,0.841,28.05,53.35,300.0,139.81
04/07/2023 19:00,759.98,0.506,28.99,52.74,300.0,155.38
04/07/2023 20:00,0.0,0.465,26.39,26.39,300.0,1.49
04/07/2023 21:00,0.0,0.504,29.87,29.87,300.0,0.0
04/07/2023 22:00,0.0,0.466,26.14,26.14,300.0,0.0
04/07/2023 23:00,0.0,0.51,25.91,25.91,300.0,0.0
04/08/2023 00:00,0.0,0.549,25.73,25.73,300.0,2.3
04/08/2023 01:00,0.0,0.435,26.73,26.73,300.0,0.0
04/08/2023 02:00,0.0,0.749,21.76,21.76,300.0,0.0
04/08/2023 03:00,0.0,0.436,22.19,22.19,300.0,0.0
04/08/2023 04:00,0.0,0.444,21.71,21.71,300.0,1.39
04/08/2023 05:00,0.0,0.826,20.37,20.37,300.0,1.53
04/08/2023 06:00,0.0,0.503,19.63,19.63,300.0,2.5
04/08/2023 07:00,1.69,0.864,19.36,19.41,300.0,0.0
04/08/2023 08:00,55.35,0.456,17.22,18.95,300.0,13.08
04/08/2023 09:00,16.69,0.526,20.75,21.27,300.0,8.76
04/08/2023 10:00,20.99,0.491,18.55,19.21,300.0,4.44
04/08/2023 11:00,16.88,0.489,19.15,19.68,300.0,2.92
04/08/2023 12:00,29.59,0.74,22.57,23.5,300.0,6.13
04/08/2023 13:00,201.05,0.456,20.81,27.09,300.0,48.7
04/08/2023 14:00,354.64,0.485,23.53,34.61,300.0,81.32
04/08/2023 15:00,555.89,0.434,23.26,40.63,300.0,124.64
04/08/2023 16:00,701.67,0.664,29.33,51.26,300.0,134.01
04/08/2023 17:00,745.11,0.437,30.05,53.33,300.0,158.71
04/08/2023 18:00,787.95,0.437,27.21,51.84,300.0,168.2
04/08/2023 19:00,750.67,0.456,28.66,52.12,300.0,157.37
04/08/2023 20:00,0.0,0.601,28.06,28.06,300.0,3.62
04/08/2023 21:00,0.0,0.593,27.36,27.36,300.0,0.0
04/08/2023 22:00,0.0,0.563,27.56,27.56,300.0,0.0
04/08/2023 23:00,0.0,0.971,26.52,26.52,300.0,0.0
04/09/2023 00:00,0.0,0.645,23.43,23.43,300.0,0.0
04/09/2023 01:00,0.0,0.492,24.9,24.9,300.0,0.87
04/09/2023 02:00,0.0,0.515,23.15,23.15,300.0,0.0
04/09/2023 03:00,0.0,0.477,22.39,22.39,300.0,2.28
04/09/2023 04:00,0.0,0.727,20.6,20.6,300.0,1.2
04/09/2023 05:00,0.0,0.641,19.14,19.14,300.0,0.0
04/09/2023 06:00,24.19,0.478,20.19,20.95,300.0,4.48
04/09/2023 07:00,31.43,0.515,19.18,20.16,300.0,9.6
04/09/2023 08:00,31.4,0.47,20.31,21.29,300.0,7.23
04/09/2023 09:00,0.0,0.533,19.13,19.13,300.0,0.0
04/09/2023 10:00,0.0,0.474,18.59,18.59,300.0,2.04
04/09/2023 11:00,9.61,0.675,20.6,20.9,300.0,0.64
04/09/2023 12:00,50.64,0.663,17.74,19.32,300.0,12.89
04/09/2023 13:00,235.72,0.642,25.07,32.44,300.0,44.76
04/09/2023 14:00,420.58,0.62,23.62,36.77,300.0,87.46
04/09/2023 15:00,555.37,0.444,27.78,45.14,300.0,125.04
04/09/2023 16:00,672.02,0.441,24.41,45.41,300.0,148.55
04/09/2023 17:00,785.02,0.825,25.07,49.6,300.0,141.81
04/09/2023 18:00,774.37,0.756,28.09,52.29,300.0,140.07
04/09/2023 19:00,764.48,0.562,28.59,52.48,300.0,154.82
04/09/2023 20:00,0.0,0.513,28.72,28.72,300.0,0.01
04/09/2023 21:00,0.0,0.534,28.32,28.32,300.0,0.49
04/09/2023 22:00,0.0,0.668,26.6,26.6,300.0,4.08
04/09/2023 23:00,0.0,0.621,24.52,24.52,300.0,2.61
04/10/2023 00:00,0.0,0.516,26.3,26.3,300.0,1.58
04/10/2023 01:00,0.0,0.489,22.75,22.75,300.0,1.61
04/10/2023 02:00,0.0,0.455,21.31,21.31,300.0,0.0
04/10/2023 03:00,0.0,0.635,21.51,21.51,300.0,0.0
04/10/2023 04:00,0.0,0.438,21.52,21.52,300.0,0.0
04/10/2023 05:00,0.0,0.454,22.82,22.82,300.0,0.0
04/10/2023 06:00,0.0,0.636,20.51,20.51,300.0,0.0
04/10/2023 07:00,0.0,0.538,20.7,20.7,300.0,0.0
04/10/2023 08:00,13.68,0.459,19.36,19.78,300.0,0.88
04/10/2023 09:00,0.0,0.445,19.1,19.1,300.0,0.0
04/10/2023 10:00,0.0,0.897,22.8,22.8,300.0,0.0
04/10/2023 11:00,13.37,0.447,17.86,18.27,300.0,1.03
04/10/2023 12:00,22.46,0.448,20.26,20.96,300.0,8.53
04/10/2023 13:00,206.48,0.464,21.58,28.03,300.0,45.89
04/10/2023 14:00,361.41,0.595,24.72,36.01,300.0,79.24
04/10/2023 15:00,580.69,0.588,23.2,41.35,300.0,116.88
04/10/2023 16:00,660.71,0.472,27.02,47.67,300.0,142.07
04/10/2023 17:00,780.13,0.471,27.78,52.16,300.0,162.46
04/10/2023 18:00,783.51,0.505,28.93,53.41,300.0,160.59
04/10/2023 19:00,750.76,0.632,29.4,52.86,300.0,149.53
04/10/2023 20:00,0.0,0.552,30.68,30.68,300.0,0.0
04/10/2023 21:00,0.0,0.594,28.13,28.13,300.0,0.0
04/10/2023 22:00,0.0,0.519,28.5,28.5,300.0,0.98
04/10/2023 23:00,0.0,0.53,25.81,25.81,300.0,0.0
04/11/2023 00:00,0.0,0.442,24.59,24.59,300.0,0.3
04/11/2023 01:00,0.0,0.555,27.48,27.48,300.0,0.0
04/11/2023 02:00,0.0,0.446,22.32,22.32,300.0,0.0
04/11/2023 03:00,0.0,0.877,23.2,23.2,300.0,0.0
04/11/2023 04:00,0.0,0.526,21.83,21.83,300.0,1.6
04/11/2023 05:00,0.0,0.536,21.76,21.76,300.0,0.0
04/11/2023 06:00,5.81,0.801,16.72,16.9,300.0,0.0
04/11/2023 07:00,0.0,0.711,20.04,20.04,300.0,0.32
04/11/2023 08:00,0.0,0.57,18.45,18.45,300.0,0.16
04/11/2023 09:00,0.0,0.577,17.81,17.81,300.0,1.15
04/11/2023 10:00,0.0,0.48,18.83,18.83,300.0,0.0
04/11/2023 11:00,31.51,0.508,21.56,22.54,300.0,7.25
04/11/2023 12:00,0.0,0.437,22.13,22.13,300.0,0.84
04/11/2023 13:00,179.81,0.493,22.05,27.67,300.0,39.71
04/11/2023 14:00,425.25,0.461,21.83,35.12,300.0,99.0
04/11/2023 15:00,597.14,0.556,23.23,41.89,300.0,126.54
04/11/2023 16:00,683.21,0.433,27.17,48.52,300.0,147.37
04/11/2023 17:00,765.99,0.588,25.16,49.09,300.0,152.56
04/11/2023 18:00,818.43,0.57,27.69,53.27,300.0,163.59
04/11/2023 19:00,732.09,0.693,32.39,55.27,300.0,135.44
04/11/2023 20:00,0.0,0.53,29.23,29.23,300.0,1.51
04/11/2023 21:00,0.0,0.647,29.48,29.48,300.0,0.0
04/11/2023 22:00,0.0,0.628,26.28,26.28,300.0,0.61
04/11/2023 23:00,0.0,0.472,25.23,25.23,300.0,0.0
04/12/2023 00:00,0.0,0.553,27.39,27.39,300.0,0.0
04/12/2023 01:00,0.0,0.746,24.57,24.57,300.0,2.63
04/12/2023 02:00,0.0,0.549,25.46,25.46,300.0,0.0
04/12/2023 03:00,0.0,0.5,22.62,22.62,300.0,0.0
04/12/2023 04:00,0.0,0.698,26.53,26.53,300.0,0.0
04/12/2023 05:00,0.0,0.452,19.45,19.45,300.0,0.0
04/12/2023 06:00,0.0,0.468,19.95,19.95,300.0,2.82
04/12/2023 07:00,20.55,0.442,17.68,18.32,300.0,2.35
04/12/2023 08:00,0.0,0.436,20.4,20.4,300.0,0.0
04/12/2023 09:00,2.05,0.48,19.68,19.74,300.0,0.0
04/12/2023 10:00,0.0,0.504,18.08,18.08,300.0,0.0
04/12/2023 11:00,0.0,0.691,19.84,19.84,300.0,0.53
04/12/2023 12:00,0.0,0.965,23.4,23.4,300.0,0.0
04/12/2023 13:00,215.41,0.655,24.43,31.16,300.0,44.55
04/12/2023 14:00,425.37,0.474,21.73,35.02,300.0,97.26
04/12/2023 15:00,570.81,0.441,24.44,42.28,300.0,128.18
04/12/2023 16:00,703.68,0.902,29.08,51.07,300.0,121.15
04/12/2023 17:00,794.71,0.544,27.13,51.97,300.0,160.1
04/12/2023 18:00,791.48,0.556,28.45,53.19,300.0,160.18
04/12/2023 19:00,798.08,0.898,30.22,55.16,300.0,133.18
04/12/2023 20:00,0.0,0.734,26.85,26.85,300.0,1.43
04/12/2023 21:00,0.0,0.522,27.27,27.27,300.0,0.0
04/12/2023 22:00,0.0,0.814,27.69,27.69,300.0,0.0
04/12/2023 23:00,0.0,0.447,29.19,29.19,300.0,0.2
04/13/2023 00:00,0.0,0.448,28.04,28.04,300.0,2.7
04/13/2023 01:00,0.0,0.438,26.38,26.38,300.0,0.17
04/13/2023 02:00,0.0,0.462,23.8,23.8,300.0,0.38
04/13/2023 03:00,0.0,0.606,24.41,24.41,300.0,0.75
04/13/2023 04:00,0.0,0.643,21.28,21.28,300.0,2.51
04/13/2023 05:00,0.0,0.437,21.34,21.34,300.0,0.0
04/13/2023 06:00,0.0,0.589,21.04,21.04,300.0,0.0
04/13/2023 07:00,1.79,0.556,21.72,21.78,300.0,0.0
04/13/2023 08:00,19.92,0.508,18.92,19.54,300.0,6.07
04/13/2023 09:00,0.0,0.486,18.63,18.63,300.0,0.45
04/13/2023 10:00,0.0,0.513,21.62,21.62,300.0,0.0
04/13/2023 11:00,0.0,0.69,22.53,22.53,300.0,0.0
04/13/2023 12:00,0.0,0.463,20.69,20.69,300.0,0.36
04/13/2023 13:00,184.86,0.608,21.05,26.83,300.0,41.04
04/13/2023 14:00,404.76,0.436,25.84,38.48,300.0,93.37
04/13/2023 15:00,553.01,0.707,22.84,40.12,300.0,107.25
04/13/2023 16:00,692.36,0.483,23.97,45.6,300.0,146.21
04/13/2023 17:00,772.42,0.473,27.14,51.28,300.0,161.93
04/13/2023 18:00,806.89,0.448,28.34,53.56,300.0,168.72
04/13/2023 19:00,814.35,0.543,27.1,52.54,300.0,162.94
04/13/2023 20:00,0.0,0.64,29.19,29.19,300.0,3.14
04/13/2023 21:00,0.0,0.523,29.09,29.09,300.0,0.0
04/13/2023 22:00,0.0,0.439,27.47,27.47,300.0,0.94
04/13/2023 23:00,0.0,0.719,30.44,30.44,300.0,1.81
04/14/2023 00:00,0.0,0.549,27.16,27.16,300.0,1.97
04/14/2023 01:00,0.0,0.439,27.0,27.0,300.0,0.55
04/14/2023 02:00,0.0,0.548,21.83,21.83,300.0,2.64
04/14/2023 03:00,0.0,0.441,20.52,20.52,300.0,3.57
04/14/2023 04:00,0.0,0.98,22.2,22.2,300.0,0.0
04/14/2023 05:00,0.0,0.59,23.26,23.26,300.0,0.89
04/14/2023 06:00,15.24,0.453,18.17,18.65,300.0,6.29
04/14/2023 07:00,0.0,0.729,19.4,19.4,300.0,0.0
04/14/2023 08:00,36.33,0.475,17.16,18.3,300.0,8.34
04/14/2023 09:00,0.0,0.536,18.11,18.11,300.0,0.0
04/14/2023 10:00,4.35,0.489,19.97,20.11,300.0,1.96
04/14/2023 11:00,0.0,0.445,19.74,19.74,300.0,0.0
04/14/2023 12:00,0.0,0.441,19.56,19.56,300.0,2.87
04/14/2023 13:00,210.06,0.609,20.73,27.29,300.0,47.13
04/14/2023 14:00,412.37,0.477,21.19,34.07,300.0,95.13
04/14/2023 15:00,597.1,0.496,26.02,44.68,300.0,124.07
04/14/2023 16:00,738.08,0.644,27.41,50.48,300.0,142.09
04/14/2023 17:00,792.45,0.494,28.44,53.2,300.0,167.75
04/14/2023 18:00,836.75,0.582,26.98,53.13,300.0,166.23
04/14/2023 19:00,778.46,0.835,30.35,54.68,300.0,132.11
04/14/2023 20:00,0.0,0.608,30.08,30.08,300.0,0.44
04/14/2023 21:00,0.0,0.469,28.86,28.86,300.0,1.36
04/14/2023 22:00,0.0,0.476,28.11,28.11,300.0,1.06
04/14/2023 23:00,0.0,0.587,26.58,26.58,300.0,0.0
04/15/2023 00:00,0.0,0.465,26.96,26.96,300.0,2.27
04/15/2023 01:00,0.0,0.632,27.89,27.89,300.0,0.0
04/15/2023 02:00,0.0,1.209,25.88,25.88,300.0,1.08
04/15/2023 03:00,0.0,0.5,22.49,22.49,300.0,0.27
04/15/2023 04:00,0.0,0.534,22.48,22.48,300.0,0.0
04/15/2023 05:00,0.0,0.68,18.98,18.98,300.0,0.0
04/15/2023 06:00,20.17,0.457,20.94,21.57,300.0,4.2
04/15/2023 07:00,9.69,0.729,18.1,18.4,300.0,2.14
04/15/2023 08:00,24.35,0.622,20.21,20.97,300.0,4.85
04/15/2023 09:00,18.39,0.478,23.8,24.37,300.0,5.82
04/15/2023 10:00,30.43,0.559,18.99,19.94,300.0,5.97
04/15/2023 11:00,7.18,0.556,25.02,25.24,300.0,4.77
04/15/2023 12:00,18.11,0.502,22.41,22.97,300.0,3.1
04/15/2023 13:00,207.42,1.288,21.75,28.24,300.0,34.11
04/15/2023 14:00,400.55,0.661,22.98,35.5,300.0,84.65
04/15/2023 15:00,617.61,0.666,29.01,48.31,300.0,120.76
04/15/2023 16:00,718.93,0.537,27.41,49.88,300.0,148.63
04/15/2023 17:00,813.14,0.64,26.86,52.27,300.0,156.41
04/15/2023 18:00,827.63,0.669,28.2,54.06,300.0,156.06
04/15/2023 19:00,785.31,0.467,29.65,54.19,300.0,165.24
04/15/2023 20:00,0.0,0.491,29.16,29.16,300.0,0.0
04/15/2023 21:00,0.0,0.492,29.52,29.52,300.0,2.37
04/15/2023 22:00,0.0,0.548,31.16,31.16,300.0,0.0
04/15/2023 23:00,0.0,0.639,26.02,26.02,300.0,0.0
04/16/2023 00:00,0.0,0.467,27.79,27.79,300.0,0.0
04/16/2023 01:00,0.0,0.726,25.51,25.51,300.0,1.29
04/16/2023 02:00,0.0,0.562,23.58,23.58,300.0,1.11
04/16/2023 03:00,0.0,0.581,24.64,24.64,300.0,1.95
04/16/2023 04:00,0.0,0.714,19.64,19.64,300.0,2.07
04/16/2023 05:00,0.0,0.604,17.24,17.24,300.0,1.58
04/16/2023 06:00,0.0,0.465,20.33,20.33,300.0,1.66
04/16/2023 07:00,0.0,0.562,19.29,19.29,300.0,1.22
04/16/2023 08:00,21.65,0.501,17.3,17.97,300.0,6.73
04/16/2023 09:00,0.0,0.744,16.93,16.93,300.0,0.0
04/16/2023 10:00,22.97,0.59,22.89,23.61,300.0,2.96
04/16/2023 11:00,10.84,0.716,21.49,21.83,300.0,0.0
04/16/2023 12:00,4.89,0.488,21.86,22.01,300.0,3.7
04/16/2023 13:00,217.69,0.568,26.33,33.13,300.0,46.01
04/16/2023 14:00,411.42,0.587,25.86,38.72,300.0,85.74
04/16/2023 15:00,607.69,0.786,28.28,47.27,300.0,112.14
04/16/2023 16:00,701.35,0.567,25.06,46.97,300.0,142.09
04/16/2023 17:00,769.12,0.613,26.04,50.07,300.0,153.59
04/16/2023 18:00,842.12,0.559,29.58,55.9,300.0,163.23
04/16/2023 19:00,814.18,0.53,29.78,55.22,300.0,162.43
04/16/2023 20:00,0.0,0.468,31.2,31.2,300.0,0.4
04/16/2023 21:00,0.0,0.503,26.71,26.71,300.0,0.0
04/16/2023 22:00,0.0,0.513,29.71,29.71,300.0,2.6
04/16/2023 23:00,0.0,0.824,29.35,29.35,300.0,0.09
04/17/2023 00:00,0.0,0.564,28.39,28.39,300.0,2.26
04/17/2023 01:00,0.0,0.53,25.17,25.17,300.0,0.72
04/17/2023 02:00,0.0,0.482,25.26,25.26,300.0,0.0
04/17/2023 03:00,0.0,0.555,22.02,22.02,300.0,0.0
04/17/2023 04:00,0.0,0.49,21.54,21.54,300.0,1.86
04/17/2023 05:00,0.0,0.632,19.38,19.38,300.0,0.88
04/17/2023 06:00,0.0,0.521,19.01,19.01,300.0,4.17
04/17/2023 07:00,0.0,0.81,19.29,19.29,300.0,1.66
04/17/2023 08:00,0.0,0.467,18.75,18.75,300.0,0.0
04/17/2023 09:00,0.0,0.661,18.51,18.51,300.0,0.58
04/17/2023 10:00,7.78,0.67,18.2,18.45,300.0,2.56
04/17/2023 11:00,0.0,0.462,23.89,23.89,300.0,2.33
04/17/2023 12:00,0.0,0.525,21.23,21.23,300.0,2.64
04/17/2023 13:00,232.77,0.561,23.68,30.96,300.0,51.19
04/17/2023 14:00,445.93,0.454,21.84,35.78,300.0,99.59
04/17/2023 15:00,619.86,0.447,27.81,47.18,300.0,131.84
04/17/2023 16:00,729.85,0.464,27.23,50.04,300.0,154.02
04/17/2023 17:00,806.96,0.45,27.35,52.57,300.0,170.87
04/17/2023 18:00,861.03,0.486,28.16,55.07,300.0,181.24
04/17/2023 19:00,839.68,0.949,30.62,56.86,300.0,139.81
04/17/2023 20:00,0.0,0.564,25.05,25.05,300.0,1.92
04/17/2023 21:00,0.0,0.584,28.08,28.08,300.0,2.46
04/17/2023 22:00,0.0,0.46,28.63,28.63,300.0,0.0
04/17/2023 23:00,0.0,0.611,27.82,27.82,300.0,0.0
04/18/2023 00:00,0.0,0.519,30.89,30.89,300.0,0.0
04/18/2023 01:00,0.0,1.356,25.42,25.42,300.0,0.0
04/18/2023 02:00,0.0,0.542,26.12,26.12,300.0,0.0
04/18/2023 03:00,0.0,0.747,26.06,26.06,300.0,0.0
04/18/2023 04:00,0.0,0.489,23.14,23.14,300.0,0.33
04/18/2023 05:00,0.0,0.669,20.09,20.09,300.0,0.27
